operation_date;purpose;amount
28.08.2025;РАХ 20250828 ВIД 28.08.25  ЗА НАФТОПРОДУКТИ. У сумi 8333.33 грн.. ПДВ - 20 % 1666.67 грн.;10000.00
28.08.2025;101 ПДФО   iз вiдпускних за вересень  2025р.;1585.78
28.08.2025;101 ЄСВ 22% iз вiдпускних за вересень  2025р.;1938.18
28.08.2025;101 вiйськовий збiр  iз вiдпускних за вересень  2025р.;440.50
28.08.2025;101 ЄСВ 22%   допомога по тимчасовiй непрацездатностi за серпень 2025р;633.64
28.08.2025;101 ПДФО  допомога по тимчасовiй непрацездатностi за серпень 2025р;518.43
28.08.2025;101 вiйськовий збiр  допомога по тимчасовiй непрацездатностi за серпень 2025р;144.01
27.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 207 від  18.08.25. У сумi 2100.83 грн.. ПДВ - 20 % 420.17 грн.;2521.00
27.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 67 від  01.01.19. У сумi 1850.01 грн.. ПДВ - 20 % 370.00 грн.;2220.01
27.08.2025;РАХ 113   ВIД 27.08.25 ЗА РЕМОНТ. БЕЗ ПДВ.;4860.00
27.08.2025;101 вiйськовий збiр  із відпускних за вересень  2025р.;1822.80
27.08.2025;101 ЄСВ 22% із відпускних за вересень  2025р.;8020.32
27.08.2025;101 ПДФО   із відпускних за вересень 2025р.;6562.07
27.08.2025;101 ЄСВ 22%  лікарняні за рахунок підприємства за  серпень 2025р.;358.91
27.08.2025;101 ПДФО   лікарняні за рахунок підприємства  за серпень 2025р.;293.66
27.08.2025;101 вiйськовий збiр лікарняні за рахунок підприємства  за серпень 2025р.;81.57
27.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 206 від  18.08.25. У сумi 2433.33 грн.. ПДВ - 20 % 486.67 грн.;2920.00
27.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 202 від  03.03.14. У сумi 13011.71 грн.. ПДВ - 20 % 2602.34 грн.;15614.05
27.08.2025;Оплата згiдно  ДОГ. №23/07-ФД вiд 23.07.25 про надання  фiн. допомоги. Без ПДВ.;400000.00
26.08.2025;101 ЄСВ 22%  лікарняні за рахунок підприємства за  серпень 2025р.;453.43
26.08.2025;101 ПДФО   лікарняні за рахунок підприємства  за серпень 2025р.;370.99
26.08.2025;101 вiйськовий збiр лікарняні за рахунок підприємства  за серпень 2025р.;103.05
26.08.2025;Оплата згiдно  ДОГ. №23/07-ФД вiд 23.07.25 про надання  фiн. допомоги. Без ПДВ.;300000.00
25.08.2025;101 оренда землi за   липень   2025;83740.37
25.08.2025;101 оренда землi за  липень 2025;42706.47
25.08.2025;Оплата згiдно  ДОГ. №23/07-ФД вiд 23.07.25 про надання  фiн. допомоги. Без ПДВ.;20000.00
25.08.2025;101 вiйськовий збiр  із відпускних за вересень  2025р.;583.40
25.08.2025;101 ЄСВ 22% із відпускних за вересень  2025р.;3456.86
25.08.2025;101 ПДФО   із відпускних за вересень 2025р.;1417.80
25.08.2025;101 ПДФО   із відпускних за вересень  2025р.;1410.53
25.08.2025;рах- факт 0818-1 от 18.08.25 за тех. обслуговання.Без ПДВ.;29600.00
25.08.2025;101 ПДФО  допомога по тимчасовiй непрацездатностi за серпень 2025р;271.11
25.08.2025;101 ЄСВ 22%   допомога по тимчасовiй непрацездатностi за серпень 2025р;331.26
25.08.2025;101 вiйськовий збiр  допомога по тимчасовiй непрацездатностi за серпень 2025р;75.31
25.08.2025;дог 825174  вiд 15.09.03   о/р 825174 за послуги звязку у т.ч. ПДВ- 627.45 грн;4000.00
25.08.2025;РАХ-ФАКТ 3700148981  ВIД 25.08.25 ЗА ВОДУ.  У СУМI 500.00 ГРН.. ПДВ - 20 % 100.00 ГРН.;600.00
22.08.2025;перерахування коштів на особистий рахунок.  Без ПДВ.;800000.00
22.08.2025;РАХ 108   ВIД 21.08.25 ЗА РЕМОНТ. БЕЗ ПДВ.;5922.80
22.08.2025;101 вiйськовий збiр  із лікарняних за рахунок підприємства  за серпень 2025р.;188.27
22.08.2025;101 ЄСВ 22%  із лікарняних за рахунок підприємства за  серпень 2025р.;828.39
22.08.2025;101 ПДФО  із лікарняних за рахунок підприємства  за серпень 2025р.;677.77
22.08.2025;101 вiйськовий збiр  допомога по тимчасовiй непрацездатностi за серпень 2025р;112.96
22.08.2025;101 ПДФО  допомога по тимчасовiй непрацездатностi за серпень 2025р;406.66
22.08.2025;101 ЄСВ 22%   допомога по тимчасовiй непрацездатностi за серпень 2025р;497.03
22.08.2025;101 ЄСВ 22%  із заробітної плати за першу половину  серпня 2025р.;267488.16
22.08.2025;101 ЄСВ  8.41%  із заробітної плати за першу половину серпня 2025р.;1877.96
22.08.2025;101 ПДФО  із заробітної плати за першу половину серпня 2025р.;141141.67
22.08.2025;101 вiйськовий збiр  із заробітної плати за першу половину серпня 2025р.;61909.28
22.08.2025;101 ПДФО iз заробiтної плати за першу половину серпня 2025р.;2489.14
22.08.2025;101 ПДФО  із заробітної плати за першу половину серпня 2025р.;79242.45
22.08.2025;Оплата по дог №7 от 11.11.15 г. за металлопродукцию. У сумi 5000.00 грн.. ПДВ - 20 % 1000.00 грн.;6000.00
22.08.2025;Оплата згiдно  ДОГ. №23/07-ФД вiд 23.07.25 про надання  фiн. допомоги. Без ПДВ.;100000.00
22.08.2025;рах-факт 502 від 21.08.25 за світильник. Без ПДВ.;6644.00
21.08.2025;Оплата згiдно  ДОГ. №23/07-ФД вiд 23.07.25 про надання  фiн. допомоги. Без ПДВ.;300000.00
21.08.2025;рах 1339/0825/1 від  20.08.25  за водопостачання. У сумi 1856.77 грн.. ПДВ - 20 % 371.35 грн.;2228.12
20.08.2025;РАХ-ФАКТ ПРМ-24238290 ВIД 20.08.25 ЗА ПОСТАЧАННЯ  ПАКЕТIВ ОНОВЛЕННЯ КОМП. ПРОГРАМИ М.Е.DOC. БЕЗ ПДВ.;3700.00
20.08.2025;Оплата згiдно  ДОГ. №23/07-ФД вiд 23.07.25 про надання  фiн. допомоги. Без ПДВ.;300000.00
20.08.2025;Оплата згiдно  ДОГ. №23/07-ФД вiд 23.07.25 про надання  фiн. допомоги. Без ПДВ.;350000.00
20.08.2025;Оплата згiдно  ДОГ. №23/07-ФД від 23.07.25 про надання  фін. допомоги. Без ПДВ.;250000.00
20.08.2025;IПН 2254500274  дивiденди  за 2024 р. Cиняговському В.І.  Податки проплачено 14.05.25 р. у повному обсязi.;10000000.00
19.08.2025;Оплата згiдно  ДОГ. №23/07-ФД від 23.07.25 про надання  фін. допомоги. Без ПДВ.;200000.00
19.08.2025;Оплата згiдно  ДОГ. №23/07-ФД від 23.07.25 про надання  фін. допомоги. Без ПДВ.;300000.00
19.08.2025;РАХ445 ВIД 11.08.25  ДОГ  0101/БА-Ж від 01.01.2022р.  ЗА ОБСЛУГОВУВАННЯ БУДИНКУ ЗА ЛИПЕНЬ 2025;4424.59
19.08.2025;РАХ444 ВIД 11.08.25  ДОГ 0101/БА-Е від 01.01.2022р.    ЗА ОБСЛУГОВУВАННЯ БУДИНКУ ЗА ЛИПЕНЬ 2025;1457.71
19.08.2025;РАХ443 ВIД 11.08.25  ДОГ  0101/БА-Д  від 01.01.2022р.    ЗА ОБСЛУГОВУВАННЯ БУДИНКУ ЗА ЛИПЕНЬ 2025;1519.52
19.08.2025;РАХ442 ВIД 11.08.25  ДОГ 0101/БА-Г від 01.01.2022р.    ЗА ОБСЛУГОВУВАННЯ БУДИНКУ ЗА ЛИПЕНЬ 2025;1457.71
19.08.2025;РАХ440 ВIД 11.08.25  ДОГ  №0101/601-606 від  01.01.2022р.    ЗА ОБСЛУГОВУВАННЯ БУДИНКУ ЗА ЛИПЕНЬ 2025;74563.40
19.08.2025;РАХ441 ВIД 11.08.25  ДОГ  №0101/701-704 від  01.01.2022р.    ЗА ОБСЛУГОВУВАННЯ БУДИНКУ ЗА ЛИПЕНЬ 2025;64227.50
19.08.2025;РАХ16 ВIД 11.08.25  ДОГ  № №0101/600-700 від  01.01.2022р.  за   нагляд автомобіля за СЕРПЕНЬ 2025р. Без ПДВ.;10000.00
19.08.2025;РАХ 10 ВIД 14.08.25 ЗА ОБСЛУГОВАННЯ.   У сумi 5025.00 грн.. ПДВ - 20 % 1005.00 грн.;6030.00
19.08.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 583333.33 грн.. ПДВ - 20 % 116666.67 грн.;700000.00
19.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 276 від  01.06.19. У сумi 590.50 грн.. ПДВ - 20 % 118.10 грн.;708.60
19.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 105 від  22.04.25. У сумi 1240.00 грн.. ПДВ - 20 % 248.00 грн.;1488.00
18.08.2025;101 вiйськовий збiр вiдпускнi  за серпень 2025р.;1481.55
18.08.2025;101 ПДФО  вiдпускнi  за  серпень 2025р.;5333.53
18.08.2025;101 ЄСВ  22 %  вiдпускнi за серпень 2025р.;6518.77
18.08.2025;#4731219600328524 IПН 3342119793 дивiденди  за 2024 р. Тiмофєєву Є.О. Податки проплачено 14.05.25 р. у повному обсязi.;500000.00
18.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 93 від  01.05.25. У сумi 8083.33 грн.. ПДВ - 20 % 1616.67 грн.;9700.00
18.08.2025;Фінансова допомога зг. листа № 5/08 від 14.08.25 р. Без ПДВ.;50000.00
18.08.2025;РАХ 20250818 ВIД 18.08.25  ЗА НАФТОПРОДУКТИ. У сумi 6666.67 грн.. ПДВ - 20 % 1333.33 грн.;8000.00
18.08.2025;РАХ-ФАКТ 3700142965  ВIД 15.08.25 ЗА ВОДУ.  У СУМI 500.00 ГРН.. ПДВ - 20 % 100.00 ГРН.;600.00
15.08.2025;РАХ N ЕР 231645264 ВIД 15.08.25 ЗА  СТРАХУВАННЯ.  БЕЗ ПДВ.;6058.00
15.08.2025;101 ЄСВ 22% остаточний розрахунок при звільненні.;1812.33
15.08.2025;101 вiйськовий збiр остаточний розрахунок при звільненні.;411.89
15.08.2025;101 ПДФО остаточний розрахунок при звільненні.;1482.81
14.08.2025;рах 777052171732/8/1/П1 від 10.08.25 за акт. е/е.  У сумi 26788.70 грн.. ПДВ - 20 % 5357.74 грн.;32146.44
14.08.2025;рах 777052154658/9/1/П1 від 10.08.25 за акт. е/е. У сумi 19087.96 грн.. ПДВ - 20 % 3817.59 грн.;22905.55
14.08.2025;рах 777052119195/9/1/П1 від 10.08.25 за акт. е/е. У сумi 27334.30 грн.. ПДВ - 20 % 5466.86 грн.;32801.16
14.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 189 від  29.07.25. У сумi 14402.50 грн.. ПДВ - 20 % 2880.50 грн.;17283.00
14.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 165 від  01.06.20. У сумi 3020.83 грн.. ПДВ - 20 % 604.17 грн.;3625.00
14.08.2025;РАХ-ФАКТ СФ-GL03653 ВIД 13.08.25 ЗА БАШМАК. У сумi 18094.98 грн.. ПДВ - 20 % 3619.00 грн.;21713.98
14.08.2025;РАХ 830  ВIД 01.08.25 ЗА ТЕХ. ОБСЛУГОВАННЯ. У СУМI 465.00 ГРН.. ПДВ - 20 % 93.00 ГРН.;558.00
14.08.2025;СПЛАТА ЗА ПММ ЗГ. УГОДИ ПК-00142 ВIД 21.09.2023. У сумi 12500.00 грн.. ПДВ - 20 % 2500.00 грн.;15000.00
13.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 73 від  01.04.23. У сумi 717.50 грн.. ПДВ - 20 % 143.50 грн.;861.00
12.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 126 від  01.06.21. У сумi 757.50 грн.. ПДВ - 20 % 151.50 грн.;909.00
12.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 145 від  01.02.17. У сумi 738.34 грн.. ПДВ - 20 % 147.67 грн.;886.01
12.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог.79 від  01.04.25. У сумi 23688.58 грн.. ПДВ - 20 % 4737.72 грн.;28426.30
12.08.2025;дог 825174  вiд 15.09.03   о/р 825174 за послуги звязку у т.ч. ПДВ- 627.45 грн;4000.00
11.08.2025;Оплата згiдно  ДОГ. №23/07-ФД від 23.07.25 про надання  фін. допомоги. Без ПДВ.;200000.00
11.08.2025;РАХ 897221 ВIД 31.07.25 ЗА  ВОДОПОСТАЧАННЯ. У сумi 440.91 грн.. ПДВ - 20 % 88.18 грн.;529.09
11.08.2025;РАХ 1354 ВIД 11.08.25 ЗАРОБОТУ СПЕЦIАЛIСТА .  У сумi 12180.00 грн.. ПДВ - 20 % 2436.00 грн.;14616.00
11.08.2025;РАХ.002615/0725РР ВIД 31.07.25  ПЕРЕТОКИ РЕАКТ. Е/Е. У СУМI 3201.59 ГРН.. ПДВ - 20 % 640.32 ГРН.;3908.48
11.08.2025;РАХ 2615/дз ВIД 01.08.25  зчитування данних. У сумi 542.50 грн.. ПДВ - 20 % 108.50 грн.;651.00
11.08.2025;Оплата згiдно  ДОГ. №23/07-ФД від 23.07.25 про надання  фін. допомоги. Без ПДВ.;1300000.00
11.08.2025;РАХ-ФАКТ МК00- 018208 ВIД 11.08.25 ЗА  IНФОРМ. ПОСЛУГИ. У СУМI 20900.00 ГРН.. ПДВ - 20 % 4180.00 ГРН.;25080.00
11.08.2025;101 ПДФО  допомога по тимчасовій непрацездатності  за  червень-липень 2025р.;2109.18
11.08.2025;101 ЄСВ 22% допомога по тимчасовій непрацездатності   за  червень-липень  2025р.;985.46
11.08.2025;101 вiйськовий збiр  допомога по тимчасовій непрацездатності   за  червень-липень 2025р.;585.88
11.08.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 2666666.67 грн.. ПДВ - 20 % 533333.33 грн.;3200000.00
08.08.2025;РАХ  № 0000-000869  ВIД 01.08.25 ЗА ОРЕНДУ ВАГОНЧИКА ЗА  СЕРПЕНЬ 2025Р У СУМI 3100.00 ГРН.. ПДВ - 20 % 620.00 ГРН.;3720.00
08.08.2025;101 ЄСВ  22 %  вiдпускнi за серпень 2025р.;6740.42
08.08.2025;101 вiйськовий збiр вiдпускнi  за серпень 2025р.;1531.91
08.08.2025;101 ПДФО  вiдпускнi  за  серпень 2025р.;2788.25
08.08.2025;101 ПДФО  відпускні  за серпень 2025р.;2726.64
08.08.2025;РАХ 08-2/3808 ВIД 25.07.25 ЗА ПОВIРКУ.  У сумi 2880.00 грн.. ПДВ - 20 % 576.00 грн.;3456.00
08.08.2025;РАХ 08-0/18719 ВIД 25.07.25 ЗА ПОВIРКУ.  У сумi 382.20 грн.. ПДВ - 20 % 76.44 грн.;458.64
08.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 55  від  01.03.21. У сумi 5304.47 грн.. ПДВ - 20 % 1060.89 грн.;6365.36
08.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 185 від  01.07.20. У сумi 682.59 грн.. ПДВ - 20 % 136.52 грн.;819.11
08.08.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 161 від  01.07.25. У сумi 6039.58 грн.. ПДВ - 20 % 1207.92 грн.;7247.50
08.08.2025;рах 9967 від 01.08.25 за  послуги розпод. газу.У сумi 828.25 грн.. ПДВ - 20 % 165.65 грн.;993.90
08.08.2025;РАХ 08/1323 ВIД 21.07.25 ЗА ТЕХ.ОБСЛУГ. ГАЗОПРОВОДIВ. У сумi 233.83 грн.. ПДВ - 20 % 46.77 грн.;280.60
08.08.2025;РАХ 08/1324 ВIД 21.07.25 ЗА ТЕХ.ОБСЛУГ. ГАЗОПРОВОДIВ.   У сумi 150.36 грн.. ПДВ - 20 % 30.07 грн.;180.43
08.08.2025;ЗАБЕСПЕЧ. ПЕРЕТ. РЕАКТ Е/Е РАХ 30250020530755 ЗА 07/25 К/Р 110000024596.  У сумi 1579.91 грн.. ПДВ - 20 % 315.98 грн.;1895.89
08.08.2025;РАХ-ФАКТ 01-08 ВIД 01.08.25 ЗА ПОСЛУГИ ОРЕНДИ. У СУМI 49583.33 ГРН.. ПДВ - 20 % 9916.67 ГРН.;59500.00
08.08.2025;рах 3129 від 05.08.25 визначення рівня вібрації. У сумi 3039.59 грн.. ПДВ - 20 % 607.92 грн.;3647.51
07.08.2025;РАХ 20250807 ВIД 07.08.25  ЗА НАФТОПРОДУКТИ. У СУМI 8333.33 ГРН.. ПДВ - 20 % 1666.67 ГРН.;10000.00
07.08.2025;ОПЛАТА ЗА  ПАЛИВНО-МАСТИЛЬНI МАТЕРIАЛИ ЗГIДНО ДОГОВОРУ ПОСТАВКИ №040407-251223-ПГ-190 ВIД 25.12.2023Р. IД РАХУНКУ 128905015. 128905023  У СУМI 5833.33 ГРН.. ПДВ - 20 % 1166.67 ГРН.;10000.00
07.08.2025;101 ЄСВ 22%  із заробітної плати за другу половину липня 2025р.;315698.02
07.08.2025;101 ЄСВ 8.41%  із заробітної плати за другу половину липня 2025р.;1168.91
07.08.2025;101 вiйськовий збiр  із заробітної плати за  другу половину липня 2025р.;153697.43
07.08.2025;101 ПДФО  із заробітної плати за  другу половину липня 2025р.;374988.31
07.08.2025;101 ПДФО iз заробiтної плати за  другу половину липня 2025р.;2479.30
07.08.2025;101 ПДФО  із заробітної плати за  другу половину липня 2025р.;175843.03
07.08.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби У сумi 1833333.33 грн.. ПДВ - 20 % 366666.67 грн.;2200000.00
07.08.2025;Оплата згiдно  ДОГ. №23/07-ФД від 23.07.25 про надання  фін. допомоги.  Без ПДВ.;100000.00
07.08.2025;Оплата по дог №7 от 11.11.15 г. за металлопродукцию. У сумi 5833.33 грн.. ПДВ - 20 % 1166.67 грн.;7000.00
07.08.2025;#4731219600328524 IПН 3342119793 дивiденди  за 2024 р. Тiмофєєву Є.О. Податки проплачено 14.05.25 р. у повному обсязi.;500000.00
07.08.2025;РАХ 091302  ВIД 31.07.25 ЗА АБОНОБСЛУГОВАННЯ. У СУМI 31.88 ГРН.. ПДВ - 20 % 6.38 ГРН.;38.26
07.08.2025;РАХ 091432  ВIД 31.07.25 ЗА АБОНОБСЛУГОВАННЯ. У СУМI 31.88 ГРН.. ПДВ - 20 % 6.38 ГРН.;38.26
07.08.2025;ОПЛАТА ЗА   ЕЛЕКТРОННI КОМУНIКАЦIЙНI ПОСЛУГИ ПО ДОГОВОРУ 205596895 ЗГIДНО З МIСЯЧНИМ РАХУНКОМ ВIД 31.07.2025;6510.00
06.08.2025;101 ПДФО  із заробітної плати за   липень-серпень 2025р.;15656.65
06.08.2025;101 вiйськовий збiр  із заробітної плати за  липень-серпень 2025р.;4349.08
06.08.2025;101 ЄСВ 22%  із заробітної плати за  липень-серпень 2025р.;19135.91
06.08.2025;рах-факт 0729-4 від 29.07.25  за виконання робіт.Без ПДВ.;37000.00
06.08.2025;101 ПДФО  відпускні  за серпень 2025р.;4632.30
06.08.2025;101 ЄСВ  22 %  вiдпускнi за серпень 2025р.;9302.80
06.08.2025;101 вiйськовий збiр вiдпускнi  за серпень 2025р.;2114.28
06.08.2025;101 ПДФО  вiдпускнi  за  серпень 2025р.;2979.08
06.08.2025;ЕЛЕКТРОН. КОМУНIКАЦ.  ПОСЛУГИ ДОГ. Q-TVK2330  ВIД 01.09.24.  У сумi 522.33 грн.. ПДВ - 20 % 104.47 грн.;626.80
05.08.2025;ЛIЦЕНЗIЙНА ПЛАТА ЗА ПРАВО КОРИСТУВАННЯ ПЗ ЗГIДНО ДОГОВОРУ №S-XPR2135 У СУМI 1941.67 ГРН.. ПДВ - 20 % 388.33 ГРН.;2330.00
05.08.2025;АКТ-РАХ 75766  ВIД 28.07.25 ЗА ВОДОВIДВЕДЕННЯ. У т.ч.ПДВ - 30.94 ГРН.;185.65
05.08.2025;РАХ 06-1/29881 ВIД 25.07.25 ЗА ПОВIРКУ.  У сумi 1989.00 грн.. ПДВ - 20 % 397.80 грн.;2386.80
05.08.2025;РАХ  156-Н/0725/1 ВІД 31.07.25 ЗА ВИВЕЗЕННЯ ТПВ.  У сумi 1019.31 грн.. ПДВ - 20 % 203.86 грн.;1223.17
05.08.2025;РАХ 897221 ВIД 31.07.25 ЗА  АБОН. ОБСЛУГОВАННЯ. У СУМI 14.74 ГРН.. ПДВ - 20 % 2.95 ГРН.;17.69
05.08.2025;РАХ 5359/72025;2055.00
05.08.2025;295405116531 ОПЛАТА ЗА  НАДАНI ПОСЛУГИ ЗГ З РАХ. 3312578938 ВIД 31.07.25. в т.ч. ПДВ-81.57 грн;520.00
04.08.2025;РАХ-ФАКТ 3700136004  ВIД 04.08.25 ЗА ВОДУ.  У СУМI 500.00 ГРН.. ПДВ - 20 % 100.00 ГРН.;600.00
04.08.2025;РАХ 322  ВIД  01.08.25 ЗА ТРАНСП.-ЕКСПЕД. ПОСЛУГИ. БЕЗ ПДВ.;40000.00
04.08.2025;дог 825174  вiд 15.09.03   о/р 825174 за послуги звязку у т.ч. ПДВ- 627.45 грн;4000.00
04.08.2025;Оплата згiдно  ДОГ. № 2/Тр  вiд 27.03.23 р.  за труби  У сумi 5083333.33 грн.. ПДВ - 20 % 1016666.67 грн.;6100000.00
04.08.2025;РАХ 7 ВIД  01.08.25 ЗА НАВЧАННЯ. БЕЗ ПДВ.;1500.00
04.08.2025;Рах 19723 від 04.08.25 за стропи.У сумi 8600.00 грн.. ПДВ - 20 % 1720.00 грн.;10320.00
01.08.2025;дог.1339 від11.04.25 за водопостачання. У сумi 382.25 грн.. ПДВ - 20 % 76.45 грн.;458.70
01.08.2025;РАХ-ФАКТ 11- 0006715 ВIД 01.08.25  ЗА ПОСЛУГИ ОХОРОНИ.  У сумi 208.33 грн.. ПДВ - 20 % 41.67 грн.;250.00
01.08.2025;РАХ 1038 ВIД 01.08.25  ЗА АБОНПЛАТУ. У СУМI 1708.33 ГРН.. ПДВ - 20 % 341.67 ГРН.;2050.00
01.08.2025;РАХ-ФАКТ 11- 0006716 ВIД 01.08.25  ЗА ПОСЛУГИ ОХОРОНИ. У сумi 833.24 грн.. ПДВ - 20 % 166.65 грн.;999.89
01.08.2025;РАХ 829  ВIД 01.07.25 ЗА ТЕХ. ОБСЛУГОВАННЯ. У СУМI 465.00 ГРН.. ПДВ - 20 % 93.00 ГРН.;558.00
01.08.2025;101 ЄСВ  22 %  вiдпускнi за серпень 2025р.;19239.14
01.08.2025;101 вiйськовий збiр вiдпускнi  за серпень 2025р.;4372.54
01.08.2025;101 ПДФО  відпускні  за серпень 2025р.;4525.19
01.08.2025;101 ПДФО  вiдпускнi  за  серпень 2025р.;11215.93
01.08.2025;РАХ 3018 ВIД 01.08.25 ЗА ПОСЛУГИ ОХОРОНИ. У СУМI 291.67 ГРН.. ПДВ - 20 % 58.33 ГРН.;350.00
31.07.2025;рах 163 від 31.07.25 за  консультування. Без ПДВ.;127620.90
31.07.2025;рах 6236 від 01.08.25 за абонплату. У сумi 291.67 грн.. ПДВ - 20 % 58.33 грн.;350.00
31.07.2025;СПЛАТА ЗА ПММ ЗГ. УГОДИ ПК-00142 ВIД 21.09.2023. У сумi 16666.67 грн.. ПДВ - 20 % 3333.33 грн.;20000.00
30.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 267  від  30.12.24. У сумi 754.92 грн.. ПДВ - 20 % 150.98 грн.;905.90
30.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 125  від  14.05.25. У сумi 32.50 грн.. ПДВ - 20 % 6.50 грн.;39.00
30.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 235  від  01.11.23. У сумi 1575.25 грн.. ПДВ - 20 % 315.05 грн.;1890.30
30.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 200  від  01.03.19. У сумi 705.00 грн.. ПДВ - 20 % 141.00 грн.;846.00
30.07.2025;рах  QUO-1353052-W8K51  від 30.07.2025;8360.00
30.07.2025;101 ПДФО18%  оренд. плата  за липень 25 Дог.1/05-25 від 30.04.2025;2111.13
30.07.2025;101 вiйськ.збiр 5% оренд.плата  за липень 25 Дог.1/05-25 від 30.04.2025;586.43
30.07.2025;101 вiйськ.збiр  5% оренд.плата  за липень 25  Дог.1/05-25 від 30.04.2025;586.43
30.07.2025;101 вiйськ.збiр 5% оренд.плата  за  липень 25 дог 1/05-25 від 30.04.2025;1172.85
30.07.2025;#4731219653624860 IПН 3697903841орендна плата  за липень25 Дог.1/05-25 від 30.04.2025;18061.89
30.07.2025;101 ПДФО18%  орендна плата за липень 25 Дог.1/05-25 від 30.04.2025;4222.26
30.07.2025;101 ПДФО18%  оренд. плата  за липень 25 Дог.1/05-25 від 30.04.2025;2111.13
30.07.2025;рах №139 від 30.07.25 за сонячну панель. Без ПДВ.;20792.00
30.07.2025;101 вiйськовий збiр iз допомоги по тимчасовiй непрацездатностi за липень 2025р.;86.07
30.07.2025;101 ЄСВ 22% iз допомоги по тимчасовiй непрацездатностi за липень  2025р.;378.71
30.07.2025;101 ПДФО iз допомоги по тимчасовiй непрацездатностi за  липень 2025р.;309.85
30.07.2025;101 ЄСВ 22% iз допомоги по тимчасовiй непрацездатностi за липень  2025р.;631.18
30.07.2025;101 ПДФО iз допомоги по тимчасовiй непрацездатностi за  липень 2025р.;516.42
30.07.2025;101 вiйськовий збiр iз допомоги по тимчасовiй непрацездатностi за липень 2025р.;143.45
30.07.2025;РАХ 631 ЗА НАВЧАННЯ. БЕЗ ПДВ.;2700.00
29.07.2025;РАХ 317  ВIД  28.07.25 ЗА ТРАНСП.-ЕКСПЕД. ПОСЛУГИ. БЕЗ ПДВ.;40000.00
29.07.2025;рах 356 від 29.07.25 за перевірку електрозахисних засобів. У сумi 2160.00 грн.. ПДВ - 20 % 432.00 грн.;2592.00
29.07.2025;#4731219600328524 IПН 3342119793 дивiденди  за 2024 р. Тiмофєєву Є.О. Податки проплачено 14.05.25 р. у повному обсязi.;500000.00
29.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 235  від 01.11.23. У сумi 49565.42 грн.. ПДВ - 20 % 9913.08 грн.;59478.50
29.07.2025;Повернення грошових  коштів за невідвантажену металопродукцію  дог. 307  від 01.12.21. У сумi 1375.42 грн.. ПДВ - 20 % 275.08 грн.;1650.50
29.07.2025;101 ЄСВ  22 %  вiдпускнi за серпень 2025р.;165.05
29.07.2025;101 вiйськовий збiр вiдпускнi  за серпень 2025р.;37.51
29.07.2025;101 ПДФО  вiдпускнi  за  серпень 2025р.;135.04
29.07.2025;рах-факт МК00- 018162 від 15.07.25 за  інформ. послуги. У сумi 20900.00 грн.. ПДВ - 20 % 4180.00 грн.;25080.00
28.07.2025;Перерахування коштів на особистий рахунок.Без ПДВ.;600000.00
28.07.2025;РАХ 20250728 ВIД 28.07.25  ЗА НАФТОПРОДУКТИ. У сумi 8333.33 грн.. ПДВ - 20 % 1666.67 грн.;10000.00
28.07.2025;РАХ 7251-25/16453  ВIД 28.07.25 ЗА ВИКОРИСТАННЯ КОНТЕЙНЕРА. У СУМI 444.80 ГРН.. ПДВ - 20 % 88.96 ГРН.;533.76
28.07.2025;РАХ 2226 ВIД 28.07.25  ЗА ОЛИВУ.  У сумi 9324.00 грн.. ПДВ - 20 % 1864.80 грн.;11188.80
28.07.2025;101 ПДФО  виплата премії за 1 півріччя 2025р.;3003896.70
28.07.2025;101 вiйськовий збiр виплата премії за 1 півріччя 2025р.;834415.75
28.07.2025;101 ЄСВ 22%  виплата премії за 1 півріччя 2025р.;35200.00
