client_activity_id;unit_id;year_id;group_id;expense_invoices;sales;note
794;000006083;1;4;34;"8718518,62";
795;000006088;1;1;1;"30486,16";
796;000006089;1;1;1;35594;
797;000006090;1;1;1;13416;
798;000006099;1;1;1;"1039,5";
799;000006113;1;1;1;42315;
800;000006145;1;2;2;20959;
801;000006157;1;2;2;103559;
802;000006160;1;2;2;87885;
803;000006166;1;2;2;443948;
804;000006177;1;1;1;58084;
805;000006179;1;1;1;4444;
806;000006187;1;1;1;17120;
807;000006188;1;3;4;343045;
808;000006189;1;4;28;"3466151,17";
809;000006191;1;4;18;"1397119,36";
810;000006198;1;4;24;"293818,6";
811;000006203;1;1;1;32480;
812;000006208;1;2;3;113955;
813;000006211;1;3;4;"1109672,2";
814;000006245;1;1;1;36380;
815;000006246;1;1;1;"93412,01";
816;000006260;1;3;4;27673;
817;000006267;1;3;5;"12666,7";
818;000006269;1;2;2;"1211336,01";
819;000006286;1;2;2;"52931,2";
820;000006288;1;3;4;1908342;
821;000006295;1;2;2;"38217,5";
822;000006296;1;3;8;"115694,32";
823;000006303;1;1;1;12000;
824;000006312;1;1;1;60258;
825;000006313;1;1;1;16060;
826;000006324;1;2;3;7508;
827;000006328;1;5;50;"5983854,26";
828;000006329;1;3;9;"224875,5";
829;000006349;1;1;1;26940;
830;000006356;1;4;15;"616780,09";
831;000006364;1;4;14;"113502,51";
832;000006371;1;5;56;"532608,5";
833;000006375;1;3;9;"215339,5";
834;000006383;1;3;10;"2973198,5";
835;000006384;1;2;3;171688;
836;000006388;1;3;4;"245815,5";
837;000006391;1;3;7;22770;
838;000006395;1;2;3;112683;
839;000006415;1;4;17;"261417,49";
840;000006417;1;3;10;"1474507,7";
841;000006418;1;3;9;"12570,5";
842;000006428;1;1;1;18290;
843;000006443;1;2;2;95755;
844;000006445;1;4;22;257136;
845;000006449;1;2;3;15330;
846;000006455;1;5;87;"10122886,52";
847;000006468;1;2;3;"17366,5";
848;000006469;1;2;2;"12694,5";
849;000006475;1;1;1;56548;
850;000006477;1;2;2;"165727,5";
851;000006480;1;1;1;5025;
852;000006496;1;4;12;149220;
853;000006510;1;1;1;15431;
854;000006535;1;3;9;"40899,5";
855;000006547;1;2;3;35340;
856;000006571;1;4;18;"596801,6";
857;000006574;1;4;31;"1083452,4";
858;000006578;1;4;11;494009;
859;000006583;1;5;129;"2113547,17";
860;000006602;1;4;15;"844519,49";
861;000006628;1;4;13;"1227147,9";
862;000006633;1;1;1;9120;
863;000006636;1;4;12;"311540,3";
864;000006637;1;1;1;6865;
865;000006644;1;2;3;52281;
866;000006648;1;2;3;370604;
867;000006654;1;2;2;"84945,5";
868;000006668;1;5;55;"944757,5";
869;000006671;1;3;4;"34314,49";
870;000006673;1;1;1;92610;
871;000006680;1;1;1;"35066,5";
872;000006685;1;1;1;52075;
873;000006686;1;2;2;"40494,25";
874;000006703;1;4;16;"155596,99";
875;000006723;1;3;10;1135139;
876;000006727;1;4;24;"925540,29";
877;000006736;1;2;2;"43393,5";
878;000006743;1;1;1;17416;
879;000006777;1;2;3;33123;
880;000006787;1;1;1;165565;
881;000006793;1;4;11;"26810,1";
882;000006794;1;1;1;10215;
883;000006806;1;2;2;28688;
884;000006814;1;1;1;964742;
885;000006815;1;3;7;"139422,2";
886;000006817;1;3;6;"104938,5";
887;000006822;1;2;2;"15100,99";
888;000006828;1;1;1;3408;
889;000006832;1;1;1;7130;
890;000006835;1;1;1;"3890,1";
891;000006842;1;2;2;65177;
892;000006844;1;2;2;356190;
893;000006845;1;2;3;"16358,5";
894;000006846;1;2;2;"190229,4";
895;000006855;1;4;36;"2131832,18";
896;000006863;1;1;1;"2335,5";
897;000006868;1;2;2;220880;
898;000006866;1;2;2;"100769,5";
899;000006873;1;4;15;1949237;
900;000006875;1;1;1;720000;
901;000006877;1;1;1;"4399,99";
902;000006878;1;3;4;235719;
903;000006881;1;2;2;32832;
904;000006884;1;1;1;"1577,5";
905;000006888;1;2;2;196388;
906;000006911;1;3;10;"450967,5";
907;000006920;1;1;1;21335;
908;000006926;1;1;1;123336;
909;000006928;1;3;6;"40398,68";
910;000006929;1;2;2;8344;
911;000006943;1;4;39;"1075526,1";
912;000006950;1;4;35;"4212797,79";
913;000006951;1;4;28;"400821,5";
914;000006956;1;1;1;40220;
915;000006958;1;1;1;63110;
916;000006989;1;1;1;53062;
917;000006991;1;1;1;72782;
918;000007004;1;4;40;"1761364,35";
919;000007015;1;5;52;"995055,49";
920;000007022;1;1;1;"143868,5";
921;000007036;1;3;4;95309;
922;000007050;1;4;17;"433344,49";
923;000007059;1;2;3;"58738,5";
924;000007087;1;1;1;"20009,94";
925;000007089;1;3;6;539547;
926;000007097;1;4;13;"108144,5";
927;000007102;1;1;1;12879;
928;000007107;1;3;7;"457588,5";
929;000007125;1;1;1;26450;
930;000007128;1;4;24;"429683,59";
931;000007130;1;4;22;"5078378,9";
932;000007131;1;5;70;"6011482,29";
933;000007135;1;4;13;266113;
934;000006504;1;2;2;42287;
935;000007138;1;1;1;1740;
936;000007140;1;4;23;"610717,82";
937;000007156;1;2;3;201401;
938;000007161;1;1;1;21890;
939;000007163;1;1;1;"3517,2";
940;000007164;1;4;31;"1179722,13";
941;000007168;1;3;8;"67400,5";
942;000007173;1;3;10;"121301,73";
943;000007174;1;2;3;"126182,75";
944;000007175;1;2;2;8683;
945;000007176;1;5;83;"3867869,61";
946;000007179;1;2;2;82150;
947;000007181;1;2;2;1931;
948;000007183;1;1;1;116424;
949;000007185;1;4;33;"681368,6";
950;000007189;1;1;1;5700;
951;000007190;1;3;10;"482410,5";
952;000007191;1;4;27;"1497735,46";
953;000007195;1;5;137;"2960059,53";
954;000007204;1;1;1;26650;
955;000007212;1;3;4;23880;
956;000007219;1;5;64;"901253,56";
957;000007227;1;4;20;521211;
958;000007237;1;5;67;"2031881,21";
959;000007243;1;1;1;5967;
960;000007249;1;1;1;160800;
961;000007257;1;1;1;31319;
962;000007263;1;3;7;1139048;
963;000007265;1;1;1;45150;
964;000007268;1;2;2;772649;
965;000007270;1;4;38;"553006,7";
966;000007275;1;4;16;880731;
967;000007277;1;4;27;"788661,32";
968;000007278;1;1;1;272629;
969;000007282;1;4;34;"1761969,43";
970;000007283;1;5;64;"2407393,94";
971;000007292;1;3;6;622120;
972;000007298;1;3;7;55089;
973;000007299;1;3;4;"2360,5";
974;000007317;1;3;7;"235655,5";
975;000007320;1;4;27;"1361535,99";
976;000007337;1;5;43;"692787,4";
977;000007338;1;3;7;374916;
978;000007341;1;1;1;10525;
979;000007343;1;1;1;61320;
980;000007344;1;3;8;"74573,51";
981;000007347;1;2;2;"21766,5";
982;000007357;1;4;28;"634516,48";
983;000007358;1;3;7;"239059,8";
984;000007364;1;3;5;"294971,5";
985;000007366;1;2;3;212440;
986;000007372;1;5;61;"732683,09";
987;000007373;1;3;4;29354;
988;000007381;1;2;3;"40985,5";
989;000007400;1;1;1;32494;
990;000007403;1;3;10;"22966,49";
991;000007404;1;4;21;"559776,5";
992;000007431;1;3;4;"616800,52";
993;000007456;1;1;1;6670;
994;000007473;1;3;7;"236010,7";
995;000007417;1;3;5;"473138,68";
996;000007423;1;1;1;"36856,19";
997;000007513;1;4;25;190770;
998;000111810;1;4;13;"3109961,51";
999;000007517;1;4;12;"42532,5";
1000;000007538;1;3;8;"80226,3";
1001;000007539;1;2;2;74986;
1002;000007552;1;4;12;"266131,04";
1003;000007556;1;1;1;12025;
1004;000007559;1;1;1;29695;
1005;000007568;1;3;4;93370;
1006;000007571;1;1;1;17649;
1007;000007574;1;3;4;"663355,5";
1008;000007575;1;1;1;15108;
1009;000007594;1;4;22;"160812,1";
1010;000007605;1;1;1;62400;
1011;000007610;1;4;16;"570310,98";
1012;000007613;1;3;10;"128737,5";
1013;000007621;1;4;15;"136338,41";
1014;000007638;1;1;1;12970;
1015;000007641;1;5;42;"727793,9";
1016;000007642;1;1;1;4300;
1017;000007643;1;3;8;"101024,99";
1018;000007644;1;3;7;"201617,5";
1019;000007658;1;2;3;66530;
1020;000007671;1;1;1;"88657,01";
1021;000007680;1;2;2;"37149,99";
1022;000007696;1;1;1;2214;
1023;000007704;1;2;2;58916;
1024;000007708;1;1;1;8590;
1025;000007731;1;1;1;57380;
1026;000007735;1;2;2;28139;
1027;000007742;1;3;4;"62056,7";
1028;000111811;1;3;9;176018;
1029;000007758;1;3;4;116302;
1030;000007760;1;1;1;11028;
1031;000007770;1;4;12;"424391,33";
1032;000007790;1;2;2;119091;
1033;000007793;1;1;1;"19541,7";
1034;000007797;1;2;2;74838;
1035;000007798;1;1;1;8695;
1036;000007829;1;1;1;1718;
1037;000007830;1;5;55;"41620709,37";
1038;000007849;1;1;1;1470;
1039;000007851;1;2;2;37894;
1040;000007852;1;1;1;71820;
1041;000007860;1;1;1;"18469,99";
1042;000007861;1;1;1;80175;
1043;000007864;1;4;24;"1733360,99";
1044;000007871;1;3;4;"27146,5";
1045;000007882;1;3;4;"76868,99";
1046;000007884;1;3;4;50054;
1047;000007886;1;1;1;22650;
1048;000007903;1;1;1;25048;
1049;000007914;1;4;15;"150788,75";
1050;000007916;1;1;1;20790;
1051;000007917;1;3;7;132698;
1052;000007922;1;1;1;64727;
1053;000007925;1;3;9;"304280,4";
1054;000007935;1;3;9;1226415;
1055;000007937;1;3;4;"38377,79";
1056;000007939;1;1;1;38070;
1057;000007940;1;1;1;20440;
1058;000007949;1;3;8;49486;
1059;000007951;1;3;8;"307685,45";
1060;000007953;1;3;4;138605;
1061;000007971;1;4;23;"2971812,49";
1062;000007980;1;3;9;"2458109,5";
1063;000008048;1;1;1;14970;
1064;000008059;1;3;5;313130;
1065;000008086;1;2;3;12453;
1066;000008093;1;3;4;"145524,99";
1067;000008097;1;5;66;6181347;
1068;000010586;1;1;1;1245;
1069;000008105;1;2;2;70161;
1070;000008120;1;1;1;112147;
1071;000008125;1;4;12;19140;
1072;000008131;1;1;1;"12247,5";
1073;000008132;1;3;10;"606142,01";
1074;000008134;1;2;2;"36788,4";
1075;000008166;1;4;24;"4293180,9";
1076;000008179;1;3;7;1636846;
1077;000008188;1;4;15;"576026,1";
1078;000008187;1;3;8;"727344,99";
1079;000008197;1;1;1;45396;
1080;000008206;1;4;11;"1230642,95";
1081;000008209;1;2;2;"2532,5";
1082;000008220;1;4;26;"878073,21";
1083;000111812;1;2;2;42059;
1084;000008241;1;4;11;"612810,5";
1085;000008260;1;4;25;"2072569,3";
1086;000008270;1;5;88;"4324484,01";
1087;000008284;1;3;6;"198497,6";
1088;000008285;1;5;117;"3380728,25";
1089;000008286;1;3;4;901019;
1090;000008288;1;4;19;"647297,2";
1091;000008295;1;1;1;48450;
1092;000008300;1;1;1;5764;
1093;000008302;1;1;1;6920;
1094;000008305;1;4;22;"296754,5";
1095;000008306;1;3;10;199333;
1096;000008308;1;1;1;50150;
1097;000008318;1;3;4;298993;
1098;000008322;1;1;1;12340;
1099;000008335;1;1;1;44550;
1100;000008337;1;1;1;12655;
1101;000008338;1;1;1;"6747,9";
1102;000008339;1;2;2;"17825,5";
1103;000008342;1;3;6;185405;
1104;000008343;1;2;3;"68977,01";
1105;000008349;1;2;2;112379;
1106;000008355;1;1;1;2415;
1107;000008363;1;3;5;57494;
1108;000008374;1;3;4;53427;
1109;000008378;1;4;23;"480857,5";
1110;000008389;1;4;12;"160402,2";
1111;000008390;1;2;3;63532;
1112;000008391;1;4;25;"2072148,76";
1113;000008393;1;3;4;"561580,5";
1114;000008409;1;3;10;"549336,6";
1115;000008414;1;1;1;"21693,5";
1116;000008421;1;1;1;35646;
1117;000008422;1;3;9;"288266,49";
1118;000008437;1;2;3;118439;
1119;000008448;1;4;13;"330152,82";
1120;000008449;1;2;2;27840;
1121;000008471;1;1;1;282520;
1122;000008488;1;3;5;"529659,8";
1123;000008503;1;6;187;"3897928,22";
1124;000008512;1;4;13;56302;
1125;000008513;1;5;108;"1788930,69";
1126;000008516;1;1;1;3735;
1127;000008526;1;3;4;486678;
1128;000008576;1;4;21;"1128034,5";
1129;000008583;1;1;1;19492;
1130;000008588;1;3;9;"425262,49";
1131;000008591;1;3;6;"274368,5";
1132;000008599;1;3;9;"2899742,04";
1133;000008609;1;1;1;4350;
1134;000008623;1;5;69;"1447024,51";
1135;000008626;1;1;1;"26589,5";
1136;000008629;1;2;3;160926;
1137;000008630;1;4;14;900931;
1138;000008652;1;1;1;"7537,5";
1139;000008655;1;1;1;25363;
1140;000008658;1;3;4;"15408,99";
1141;000008670;1;5;42;"12740726,19";
1142;000008672;1;2;2;"87128,2";
1143;000008682;1;3;6;"207854,99";
1144;000008700;1;3;4;251938;
1145;000008706;1;3;6;"69640,11";
1146;000008707;1;1;1;22000;
1147;000008717;1;2;2;12800;
1148;000008722;1;1;1;"5488,7";
1149;000008731;1;4;39;"827592,12";
1150;000008738;1;3;9;"72098,5";
1151;000008776;1;3;8;"99105,5";
1152;000008792;1;3;5;691711;
1153;000008797;1;3;6;39207;
1154;000008809;1;5;41;"541724,54";
1155;000008817;1;3;4;191829;
1156;000008823;1;3;6;"885705,8";
1157;000008830;1;4;16;1194664;
1158;000008832;1;1;1;5850;
1159;000008837;1;4;17;"1245583,4";
1160;000008835;1;2;2;49922;
1161;000008835;1;3;5;"133910,5";
1162;000008843;1;1;1;4335;
1163;000008851;1;2;2;5220;
1164;000008858;1;1;1;5880;
1165;000008860;1;3;9;"140921,5";
1166;000008861;1;1;1;62700;
1167;000008864;1;4;20;"710216,19";
1168;000008866;1;3;9;"1897143,61";
1169;000008869;1;1;1;50085;
1170;000008874;1;3;4;187317;
1171;000008881;1;1;1;212440;
1172;000008882;1;2;2;192714;
1173;000008889;1;4;14;"191110,9";
1174;000008891;1;2;2;49533;
1175;000008897;1;4;15;"1498062,5";
1176;000008898;1;3;7;"419038,52";
1177;000008900;1;3;4;"77381,2";
1178;000008902;1;4;20;1586606;
1179;000008903;1;1;1;6625;
1180;000008906;1;2;2;"50965,01";
1181;000008907;1;2;3;11035;
1182;000008914;1;1;1;950327;
1183;000010607;1;4;19;"1379241,3";
1184;000008926;1;3;4;"30179,8";
1185;000008930;1;1;1;86400;
1186;000008947;1;2;2;44230;
1187;000008948;1;3;6;358750;
1188;000008950;1;4;21;1028031;
1189;000008958;1;2;2;7011;
1190;000008960;1;5;103;"11418739,19";
1191;000008964;1;1;1;"1379,21";
1192;000008965;1;2;2;"45999,5";
1193;000008969;1;1;1;84972;
1194;000008982;1;1;1;407651;
1195;000008989;1;2;3;49712;
1196;000009008;1;4;11;2786381;
1197;000009010;1;3;9;"1375761,8";
1198;000009022;1;1;1;35600;
1199;000009031;1;3;9;"276243,5";
1200;000009034;1;1;1;3045;
1201;000009047;1;5;72;"6487755,7";
1202;000009070;1;4;18;"304476,25";
1203;000009076;1;2;2;170246;
1204;000009078;1;2;2;"37436,18";
1205;000009083;1;2;2;"5636,29";
1206;000009103;1;5;79;"794757,7";
1207;000009112;1;1;1;5845;
1208;000009134;1;3;5;"16862,5";
1209;000009139;1;1;1;"11200,5";
1210;000009144;1;1;1;316197;
1211;000009145;1;3;4;"22277,45";
1212;000009159;1;1;1;3842;
1213;000009165;1;1;1;5021;
1214;000009171;1;2;3;"27917,5";
1215;000009172;1;3;7;"182424,5";
1216;000009175;1;3;6;"140965,6";
1217;000009177;1;2;2;98398;
1218;000009178;1;1;1;7740;
1219;000009181;1;2;3;"619483,02";
1220;000009192;1;3;4;104970;
1221;000009195;1;4;11;"116369,5";
1222;000111813;1;2;2;63222;
1223;000009199;1;4;11;"945463,1";
1224;000009208;1;1;1;7224;
1225;000009215;1;2;3;105322;
1226;000009245;1;2;2;20770;
1227;000009246;1;4;21;"455604,29";
1228;000009257;1;1;1;9535;
1229;000009260;1;4;14;"1855156,5";
1230;000009261;1;3;8;75510;
1231;000009262;1;1;1;6999;
1232;000009265;1;4;14;"224200,9";
1233;000009267;1;4;14;"2163799,6";
1234;000009277;1;1;1;1251;
1235;000009281;1;1;1;"11440,01";
1236;000009284;1;2;3;"151913,5";
1237;000009298;1;1;1;9880;
1238;000009306;1;1;1;1083;
1239;000009330;1;5;59;"19547802,76";
1240;000009342;1;3;7;109339;
1241;000009361;1;2;2;78701;
1242;000009364;1;2;2;614018;
1243;000009380;1;2;3;"126085,8";
1244;000009382;1;3;6;"84143,25";
1245;000009399;1;4;13;"365055,75";
1246;000009415;1;2;3;122929;
1247;000009418;1;2;2;61008;
1248;000009428;1;3;10;"1091135,2";
1249;000009436;1;4;20;"291189,4";
1250;000009449;1;2;2;350971;
1251;000009450;1;2;3;66720;
1252;000009450;1;1;1;18088;
1253;000009460;1;2;2;190610;
1254;000009478;1;3;5;"110352,5";
1255;000009490;1;4;35;"6992524,19";
1256;000009537;1;5;52;"876869,3";
1257;000009555;1;1;1;14256;
1258;000009559;1;5;42;"1848701,5";
1259;000009591;1;2;2;20152;
1260;000009597;1;1;1;5650;
1261;000009603;1;5;66;"1663598,59";
1262;000009604;1;5;71;"5624306,19";
1263;000009608;1;1;1;31800;
1264;000009611;1;1;1;8475;
1265;000009621;1;3;6;"280274,89";
1267;000009648;2;1;1;"805613,84";
1268;000000028;2;1;1;31128;
1269;000010444;2;4;32;"668525,96";
1270;000000034;2;4;12;"430548,01";
1271;000000036;2;5;71;"9637395,74";
1272;000000045;2;3;6;3298531;
1273;000000058;2;5;60;"7414624,15";
1274;000000064;2;1;1;3800;
1275;000000082;2;2;2;"10852,5";
1276;000000084;2;3;7;"561851,5";
1277;000000087;2;2;2;"13119,5";
1278;000009640;2;1;1;8000;
1279;000000101;2;2;2;7500;
1280;000000128;2;1;1;40480;
1281;000000134;2;3;4;72120;
1282;000000141;2;1;1;"756512,3";
1283;000000144;2;3;5;"1258366,5";
1284;000000150;2;3;4;"91181,5";
1285;000000152;2;3;5;"66325,5";
1286;000000154;2;3;7;"722918,5";
1287;000000161;2;3;4;"178654,5";
1288;000000167;2;3;5;"125326,06";
1289;000000169;2;4;12;"660289,45";
1290;000009871;2;1;1;3890;
1291;000009989;2;1;1;1000;
1292;000000177;2;2;3;"304943,5";
1293;000000178;2;3;6;891693;
1294;000000180;2;1;1;15980;
1295;000000185;2;4;11;"3086979,5";
1296;000009903;2;1;1;641228;
1297;000000206;2;2;3;53725;
1298;000009629;2;1;1;121770;
1299;000000213;2;1;1;"18069,5";
1300;000009829;2;2;2;5264;
1301;000000226;2;1;1;54116;
1302;000000248;2;1;1;140665;
1303;000000249;2;2;2;287988;
1304;000000252;2;4;11;"993501,1";
1305;000000254;2;4;14;"337701,8";
1306;000000265;2;3;6;"115825,9";
1307;000000270;2;1;1;114065;
1308;000000276;2;4;13;"277245,5";
1309;000000277;2;1;1;8390;
1310;000000288;2;1;1;24748;
1311;000000296;2;1;1;8932;
1312;000000307;2;2;2;78164;
1313;000000323;2;1;1;"275393,5";
1314;000000337;2;4;32;"366146,51";
1315;000000364;2;1;1;11200;
1316;000009687;2;4;12;"225243,5";
1317;000000370;2;3;9;"118650,8";
1318;000000374;2;3;5;"634603,4";
1319;000000400;2;1;1;21078;
1320;000000403;2;3;6;"195115,99";
1321;000000408;2;1;1;2885;
1322;000000413;2;4;28;"2132033,4";
1323;000000415;2;3;5;"280833,5";
1324;000000421;2;2;2;64827;
1325;000000423;2;4;12;26400;
1326;000000427;2;3;5;"1899801,4";
1327;000000449;2;1;1;51947;
1328;000009991;2;1;1;28083;
1329;000000455;2;3;4;"7466,8";
1330;000009888;2;3;4;"1575142,2";
1331;000000468;2;3;4;"1614217,4";
1332;000000476;2;2;2;10082;
1333;000000489;2;5;74;"4946253,7";
1334;000009969;2;3;4;1440840;
1335;000000490;2;3;9;"845584,01";
1336;000000493;2;2;3;"41609,2";
1337;000000495;2;1;1;473880;
1338;000000496;2;3;10;"463122,2";
1339;000000500;2;4;19;1344320;
1340;000000506;2;1;1;89243;
1341;000000508;2;2;2;84300;
1342;000000518;2;2;2;"91595,5";
1343;000000519;2;3;4;"23150,5";
1344;000000530;2;5;55;"759436,19";
1345;000009835;2;1;1;"3332,5";
1346;000000559;2;2;3;"12997,5";
1347;000009756;2;1;1;118475;
1348;000000570;2;1;1;"194081,5";
1349;000000590;2;4;28;"1033811,11";
1350;000000600;2;5;41;"912283,6";
1351;000009918;2;1;1;"88039,5";
1352;000000616;2;1;1;75438;
1353;000000620;2;3;7;"240021,8";
1354;000000621;2;4;12;"557305,01";
1355;000000629;2;1;1;"15521,3";
1356;000000631;2;4;21;"483973,3";
1357;000000632;2;3;8;1179091;
1358;000009744;2;1;1;"44956,5";
1359;000000635;2;3;4;"360816,5";
1360;000000641;2;2;3;481789;
1361;000000648;2;1;1;"5108,5";
1362;000000650;2;4;13;479239;
1363;000000653;2;1;1;"15508,5";
1364;000000657;2;4;11;"368454,5";
1365;000000658;2;3;5;2561983;
1366;000000660;2;4;19;"6696137,8";
1367;000000663;2;3;8;"351395,75";
1368;000000676;2;4;13;"482903,8";
1369;000000677;2;3;4;"447582,5";
1370;000009641;2;2;2;"8077,5";
1371;000000703;2;4;28;"175991,21";
1372;000009778;2;1;1;16875;
1373;000000705;2;4;12;"737067,51";
1374;000009937;2;1;1;37550;
1375;000000714;2;2;3;57844;
1376;000000719;2;1;1;60495;
1377;000000721;2;3;4;"1662306,9";
1378;000000751;2;1;1;4895;
1379;000000752;2;5;44;"410647,72";
1380;000009891;2;1;1;253718;
1381;000009897;2;1;1;"4660,5";
1382;000009880;2;1;1;"60749,6";
1383;000000818;2;4;25;"1068917,24";
1384;000000822;2;5;49;"1544997,13";
1385;000009882;2;1;1;25275;
1386;000000851;2;3;10;84401;
1387;000000893;2;3;10;"1665754,5";
1388;000000896;2;2;2;8346;
1389;000009875;2;2;3;"9932,21";
1390;000000903;2;3;5;"1752665,5";
1391;000000905;2;2;2;"35324,1";
1392;000009647;2;2;2;"11365,99";
1393;000000917;2;3;10;"68926,5";
1394;000009890;2;2;3;"225700,5";
1395;000000925;2;2;2;"117297,5";
1396;000009749;2;4;12;6220095;
1397;000009642;2;1;1;22218;
1398;000000943;2;4;32;"530887,9";
1399;000000958;2;1;1;97020;
1400;000000975;2;2;2;"21981,5";
1401;000000981;2;2;3;"1253203,5";
1402;000009927;2;2;2;767694;
1403;000001009;2;3;10;"234647,43";
1404;000001016;2;4;33;"5898737,6";
1405;000001021;2;1;1;4620;
1406;000001028;2;1;1;6975;
1407;000009916;2;1;1;4193;
1408;000009786;2;3;8;565681;
1409;000009784;2;1;1;7856;
1410;000011531;2;2;3;1987;
1411;000001140;2;1;1;108732;
1412;000001143;2;4;13;"669034,8";
1413;000001153;2;2;2;"7456,99";
1414;000001160;2;4;29;"1265804,74";
1415;000009975;2;1;1;77343;
1416;000001161;2;3;9;"481091,7";
1417;000001164;2;4;17;"2359916,6";
1418;000009843;2;5;52;"1815704,12";
1419;000001166;2;1;1;791840;
1420;000010011;2;1;1;10140;
1421;000001169;2;1;1;29842;
1422;000001178;2;2;2;1006368;
1423;000001183;2;1;1;180310;
1424;000001202;2;1;1;"6732,5";
1425;000001209;2;1;1;19950;
1426;000001211;2;4;12;37800;
1427;000001214;2;4;25;"384151,03";
1428;000009750;2;2;2;8720;
1429;000001224;2;4;35;"6542786,79";
1430;000009939;2;1;1;1500;
1431;000001240;2;1;1;"6859,01";
1432;000009788;2;3;5;71696;
1433;000001242;2;4;21;"403131,9";
1434;000010005;2;1;1;2550;
1435;000001258;2;3;10;"1066701,7";
1436;000001260;2;2;2;322663;
1437;000001282;2;4;31;"1942923,5";
1438;000009853;2;1;1;155250;
1439;000001305;2;3;4;"110091,5";
1440;000001306;2;3;4;"175708,99";
1441;000001310;2;3;4;636763;
1442;000001329;2;4;28;"816202,1";
1443;000001332;2;2;3;78218;
1444;000010609;2;3;8;"1142844,95";
1445;000001351;2;2;2;282788;
1446;000001357;2;1;1;309500;
1447;000001363;2;3;4;19483;
1448;000001365;2;4;21;"524584,99";
1449;000001370;2;1;1;14265;
1450;000001371;2;1;1;"2327,5";
1451;000001386;2;1;1;"57865,49";
1452;000001405;2;4;23;"291281,81";
1453;000001434;2;1;1;20541;
1454;000009645;2;1;1;30855;
1455;000001486;2;3;4;"1448321,51";
1456;000001512;2;3;4;70175;
1457;000001529;2;2;3;"341141,09";
1458;000001549;2;4;21;1064955;
1459;000001558;2;1;1;15272;
1460;000001580;2;4;14;"2106886,51";
1461;000009728;2;1;1;3405;
1462;000001600;2;1;1;1051;
1463;000001617;2;1;1;"29015,4";
1464;000009902;2;3;4;1692740;
1465;000009926;2;2;3;204469;
1466;000001645;2;1;1;58531;
1467;000001651;2;3;5;"177982,6";
1468;000001657;2;3;6;"87791,34";
1469;000001670;2;2;2;47518;
1470;000001676;2;2;3;41573;
1471;000001691;2;3;4;35904;
1472;000009995;2;1;1;19573;
1473;000009814;2;3;7;1030202;
1474;000001698;2;2;3;709885;
1475;000001722;2;2;2;"158207,5";
1476;000001733;2;1;1;"20962,5";
1477;000111807;2;2;3;236944;
1478;000001767;2;2;2;96090;
1479;000001773;2;4;33;552672;
1480;000001785;2;4;12;9900;
1481;000001785;2;1;1;"15974,5";
1482;000009639;2;2;2;23525;
1483;000001843;2;2;2;30122;
1484;000001847;2;4;12;48300;
1485;000009856;2;1;1;121251;
1486;000001858;2;1;1;"8182,75";
1487;000001866;2;1;1;29935;
1488;000001876;2;3;5;118980;
1489;000009993;2;2;3;67400;
1490;000009984;2;1;1;25582;
1491;000001913;2;3;9;"341171,75";
1492;000009751;2;1;1;"17941,2";
1493;000001957;2;2;2;26240;
1494;000001960;2;3;6;281781;
1495;000009817;2;1;1;"20650,38";
1496;000001980;2;4;28;"2805660,5";
1497;000001986;2;1;1;"15802,5";
1498;000002002;2;1;1;21120;
1499;000002009;2;3;8;"118515,05";
1500;000002016;2;1;1;338630;
1501;000002029;2;1;1;350262;
1502;000002047;2;3;5;36701;
1503;000002053;2;3;6;"221612,5";
1504;000002060;2;3;6;"45675,1";
1505;000002062;2;1;1;80685;
1506;000002073;2;1;1;17526;
1507;000002075;2;2;2;180142;
1508;000002083;2;2;2;"37466,8";
1509;000002085;2;1;1;26760;
1510;000002087;2;1;1;270682;
1511;000002095;2;1;1;345742;
1512;000002102;2;4;24;3081153;
1513;000002106;2;3;5;"389810,5";
1514;000002130;2;1;1;25312;
1515;000002133;2;4;16;"169917,26";
1516;000002134;2;3;4;27993;
1517;000002139;2;3;8;"108787,5";
1518;000002146;2;3;10;"634523,8";
1519;000009833;2;1;1;18590;
1520;000009754;2;2;3;48850;
1521;000002167;2;2;2;662650;
1522;000002170;2;1;1;11990;
1523;000002183;2;2;3;"143759,99";
1524;000002186;2;2;2;48497;
1525;000002201;2;1;1;17977;
1526;000002221;2;2;3;1566518;
1527;000002280;2;2;3;"16222,5";
1528;000002293;2;1;1;11976;
1529;000002333;2;1;1;"2371,01";
1530;000010491;2;3;6;"110707,86";
1531;000010457;2;2;2;82769;
1532;000002396;2;4;27;"1482200,06";
1533;000009846;2;1;1;14251;
1534;000002415;2;4;19;"362455,02";
1535;000002425;2;3;10;"867685,2";
1536;000002426;2;4;20;"767579,51";
1537;000002432;2;1;1;54830;
1538;000002442;2;2;2;117478;
1539;000002467;2;3;8;461851;
1540;000002477;2;2;3;353589;
1541;000002498;2;1;1;"248871,7";
1542;000009957;2;1;1;141608;
1543;000002504;2;3;8;"645648,75";
1544;000009810;2;1;1;"17247,3";
1545;000001864;2;1;1;129650;
1546;000002548;2;3;4;"1209332,5";
1547;000002550;2;4;18;"513705,08";
1548;000009679;2;1;1;2418;
1549;000009772;2;4;19;"436746,1";
1550;000002560;2;4;17;"269832,8";
1551;000002575;2;3;4;79224;
1552;000009863;2;2;2;"24537,5";
1553;000002585;2;4;15;"203430,2";
1554;000009694;2;3;4;"264395,1";
